2026-02-07 10:31:03.393 [background-preinit][TID: N/A][trace:] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2026-02-07 14:34:08.047 [redisson-netty-2-27][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - master: redis://192.168.29.52:7003 added for slot ranges: [[10923-16383]]
2026-02-07 14:34:08.047 [redisson-netty-2-27][TID: N/A][trace:] INFO  o.r.c.pool.PubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7004
2026-02-07 14:34:09.551 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:09.590 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'agent-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:09.618 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'report-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:09.708 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:09.731 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:09.749 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'play-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:09.797 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:09.909 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'pay-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:10.021 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:10.080 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:12.063 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:12.083 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 14:34:12.160 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_push_bet_order_topic,value:feng_push_bet_order_topic
2026-02-07 14:34:12.160 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_cancel_bet_order_topic,value:feng_cancel_bet_order_topic
2026-02-07 14:34:12.160 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_push_typing_amount_topic,value:feng_push_typing_amount_topic
2026-02-07 14:34:12.160 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_vip_flow_list_topic,value:feng_vip_flow_list_topic
2026-02-07 14:34:12.160 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_venue_site_day_total_bet_amount_topic,value:feng_venue_site_day_total_bet_amount_topic
2026-02-07 14:34:12.160 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_user_win_lose_channel,value:feng_user_win_lose_channel
2026-02-07 14:34:12.160 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_user_venue_win_loss_batch_topic,value:feng_user_venue_win_loss_batch_topic
2026-02-07 14:34:12.161 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_third_game_order_record,value:feng_third_game_order_record
2026-02-07 14:34:12.161 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_third_game_payout_topic,value:feng_third_game_payout_topic
2026-02-07 14:34:12.161 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_send_user_activity_order_list,value:feng_send_user_activity_order_list
2026-02-07 14:34:12.161 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_member_recharge,value:feng_member_recharge
2026-02-07 14:34:12.161 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_member_withdraw,value:feng_member_withdraw
2026-02-07 14:34:12.161 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_user_recharge_withdraw,value:feng_user_recharge_withdraw
2026-02-07 14:34:12.161 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_agent_recharge_withdraw,value:feng_agent_recharge_withdraw
2026-02-07 14:34:12.161 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_free_game,value:feng_free_game
2026-02-07 14:34:12.161 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_free_game_record,value:feng_free_game_record
2026-02-07 14:34:12.161 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_free_game_consume_record,value:feng_free_game_consume_record
2026-02-07 14:34:12.162 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_task_novice_order_record,value:feng_task_novice_order_record
2026-02-07 14:34:12.162 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_task_daily_week_order_record,value:feng_task_daily_week_order_record
2026-02-07 14:34:12.162 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_MEDAL_ACQUIRE_QUEUE,value:feng_MEDAL_ACQUIRE_QUEUE
2026-02-07 14:34:12.162 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_call_friend_member_recharge,value:feng_call_friend_member_recharge
2026-02-07 14:34:12.162 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_user_latest_bet_topic,value:feng_user_latest_bet_topic
2026-02-07 14:34:12.162 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_valid_invite_user_recharge,value:feng_valid_invite_user_recharge
2026-02-07 14:34:12.162 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_user_rebate_reward_topic,value:feng_user_rebate_reward_topic
2026-02-07 14:34:12.162 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['spring.profiles.active']}_CHAIN_TRADE_NOTIFY_TOPIC,value:feng_CHAIN_TRADE_NOTIFY_TOPIC
2026-02-07 14:34:12.162 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['spring.profiles.active']}_ADDRESS_BALANCE_NOTIFY_TOPIC,value:feng_ADDRESS_BALANCE_NOTIFY_TOPIC
2026-02-07 14:34:12.162 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['spring.profiles.active']}_SITE_SECURITY_BALANCE_TOPIC,value:feng_SITE_SECURITY_BALANCE_TOPIC
2026-02-07 14:34:12.162 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_clean_account_venue_bet_amount_topic,value:feng_clean_account_venue_bet_amount_topic
2026-02-07 14:34:12.163 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_account_game_topic,value:feng_account_game_topic
2026-02-07 14:34:12.163 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_account_user_coin_topic,value:feng_account_user_coin_topic
2026-02-07 14:34:12.163 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_account_user_platfrom_coin_topic,value:feng_account_user_platfrom_coin_topic
2026-02-07 14:34:12.163 [restartedMain][TID: N/A][trace:] INFO  c.c.b.common.kafka.utils.KafkaUtil - 初始化kafka topic spel表达式,key:#{environment['common.config.env']}_account_agent_coin_topic,value:feng_account_agent_coin_topic
2026-02-07 14:34:14.582 [restartedMain][TID: N/A][trace:] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 19 endpoint(s) beneath base path '/actuator'
2026-02-07 14:34:18.581 [restartedMain][TID: N/A][trace:] INFO  io.undertow - starting server: Undertow - 2.3.3.Final
2026-02-07 14:34:18.596 [restartedMain][TID: N/A][trace:] INFO  org.xnio - XNIO version 3.8.8.Final
2026-02-07 14:34:18.607 [restartedMain][TID: N/A][trace:] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.8.Final
2026-02-07 14:34:18.626 [restartedMain][TID: N/A][trace:] INFO  org.jboss.threads - JBoss Threads version 3.5.0.Final
2026-02-07 14:34:18.654 [restartedMain][TID: N/A][trace:] INFO  o.s.b.w.e.undertow.UndertowWebServer - Undertow started on port(s) 7010 (http)
2026-02-07 14:34:20.523 [restartedMain][TID: N/A][trace:] INFO  c.a.c.n.r.NacosServiceRegistry - nacos registry, feng agent-biz 192.168.62.93:7010 register finished
2026-02-07 14:34:20.667 [restartedMain][TID: N/A][trace:] INFO  c.c.baowang.agent.AgentApplication - Started AgentApplication in 42.006 seconds (process running for 57.078)
2026-02-07 14:34:20.701 [restartedMain][TID: N/A][trace:] INFO  c.a.c.n.r.NacosContextRefresher - [Nacos Config] Listening config: dataId=agent-biz-feng.yml, group=feng
2026-02-07 14:34:20.703 [restartedMain][TID: N/A][trace:] INFO  c.a.c.n.r.NacosContextRefresher - [Nacos Config] Listening config: dataId=common-config.yml, group=feng
2026-02-07 14:34:20.704 [restartedMain][TID: N/A][trace:] INFO  c.a.c.n.r.NacosContextRefresher - [Nacos Config] Listening config: dataId=agent-biz.yml, group=feng
2026-02-07 14:34:20.704 [restartedMain][TID: N/A][trace:] INFO  c.a.c.n.r.NacosContextRefresher - [Nacos Config] Listening config: dataId=agent-biz, group=feng
2026-02-07 14:34:34.498 [XNIO-1 task-2][TID: N/A][trace:] INFO  io.undertow.servlet - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-02-07 14:34:34.500 [XNIO-1 task-2][TID: N/A][trace:] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-02-07 14:34:34.525 [XNIO-1 task-2][TID: N/A][trace:] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 24 ms
2026-02-07 14:34:34.550 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [POST] [/nacos-api/commissionReview/api/calcAgentCommission]
2026-02-07 14:34:34.550 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482415391129903104, siteCode=0, Accept=*/*, timezone=UTC-5, Connection=Keep-Alive, User-Agent=okhttp/4.10.0, reqClientSource=1, Host=192.168.62.93:7010, requestIp=127.0.0.1, userAgent=okhttp/4.10.0, Accept-Encoding=gzip, oneId=123456789123, userAccount=feng01, Accept-Language=zh-CN, Content-Length=1844, X-Custom=m.bw2a.net, Content-Type=application/json}]
2026-02-07 14:34:34.584 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"KVND","venueType":1,"records":[{"siteCode":"Lq5c4J","agentId":"8254189","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":9453.0000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"6127109","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":3950.4000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8047944","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":2118.8200,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8615736","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":449.0000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"2724352","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":416.6900,"roomType":null},{"siteCode":"Lq5c4J","agentId":"6906768","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":231.6000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"2789761","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":40.3000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"6182652","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":9.0000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"6547859","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":5.5000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"2361286","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":2.9000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"4665625","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":2.4500,"roomType":null}]}]
2026-02-07 14:34:34.635 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] WARN  c.b.m.c.t.support.ReflectLambdaMeta - Unable to make field private final java.lang.Class java.lang.invoke.SerializedLambda.capturingClass accessible: module java.base does not "opens java.lang.invoke" to unnamed module @759a877f
2026-02-07 14:34:34.654 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] INFO  com.zaxxer.hikari.HikariDataSource - agent-biz-ds-pool - Starting...
2026-02-07 14:34:34.766 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] INFO  com.zaxxer.hikari.pool.HikariPool - agent-biz-ds-pool - Added connection com.mysql.cj.jdbc.ha.LoadBalancedConnectionProxy@43d25ea3
2026-02-07 14:34:34.769 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] INFO  com.zaxxer.hikari.HikariDataSource - agent-biz-ds-pool - Start completed.
2026-02-07 14:34:34.833 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 14:34:36.445 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - agent_commission_plan_turnover - selfPlan:CommissionPlanTurnoverConfigVO(venueType=1, currency=KVND, tierNum=1, betAmount=0.00, rate=100.0000)
2026-02-07 14:34:36.526 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - KVND方案:map==={8047944=ValidAmountInfo(amount=2118.8200, plan=CommissionPlanTurnoverConfigVO(venueType=1, currency=KVND, tierNum=1, betAmount=0.00, rate=100.0000))}
2026-02-07 14:34:36.627 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] INFO  c.c.b.c.c.u.snowFlake.MachineUtils - SnowFlake Mac Val:4A4D5E7614DC4A4D5E7614DC1A4A53319C64184A531382B4
2026-02-07 14:34:36.627 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] INFO  c.c.b.c.c.u.snowFlake.MachineUtils - SnowFlake Default DataCenterId:29,maxDatacenterId:31
2026-02-07 14:34:41.630 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] INFO  c.c.b.c.c.u.snowFlake.MachineUtils - SnowFlake genWorkerId workId:4,maxWorkerId:31 
2026-02-07 14:34:41.632 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] INFO  c.c.b.c.c.u.s.SnowflakeIdWorker - 默认节点 datacenterId:29,workerId:4,
2026-02-07 14:34:41.665 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - agent_commission_plan_turnover - selfPlan:CommissionPlanTurnoverConfigVO(venueType=1, currency=KVND, tierNum=1, betAmount=0.00, rate=100.0000)
2026-02-07 14:34:41.665 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - KVND方案:map==={8047944=ValidAmountInfo(amount=2118.8200, plan=CommissionPlanTurnoverConfigVO(venueType=1, currency=KVND, tierNum=1, betAmount=0.00, rate=100.0000)), 2361286=ValidAmountInfo(amount=2.9000, plan=CommissionPlanTurnoverConfigVO(venueType=1, currency=KVND, tierNum=1, betAmount=0.00, rate=100.0000))}
2026-02-07 14:34:41.692 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - agent_commission_plan_turnover - selfPlan:CommissionPlanTurnoverConfigVO(venueType=1, currency=KVND, tierNum=1, betAmount=0.00, rate=100.0000)
2026-02-07 14:34:41.692 [XNIO-1 task-2][TID: N/A][trace:482415391129903104] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - KVND方案:map==={8047944=ValidAmountInfo(amount=2118.8200, plan=CommissionPlanTurnoverConfigVO(venueType=1, currency=KVND, tierNum=1, betAmount=0.00, rate=100.0000)), 2724352=ValidAmountInfo(amount=416.6900, plan=CommissionPlanTurnoverConfigVO(venueType=1, currency=KVND, tierNum=1, betAmount=0.00, rate=100.0000)), 2361286=ValidAmountInfo(amount=2.9000, plan=CommissionPlanTurnoverConfigVO(venueType=1, currency=KVND, tierNum=1, betAmount=0.00, rate=100.0000))}
